did,mid,name,year,gender,country
313600,543861,Tony May,1937,1,United States
2017536,1965334,Gerry Mulligan – Paul Desmond Quartet,,,United States
84225,369104,Lukas Ligeti,1965,1,Austria
346377,686843,Teemu Salminen,1953,1,Finland
1001738,940704,Don Dennis,,1,United States
84236,4293,Michel Legrand,1932,1,France
84237,24246,Claude Bolling,1930,1,France
346382,958498,Tom Bildo,,1,Finland
346386,475712,Upi Sorvali,1952,1,Finland
346394,724976,Peter Lerche,1954,1,Finland
280858,271092,Pierre Vervloesem,1959,1,Belgium
379170,518613,Onaje Allan Gumbs,1949,1,United States
510246,854018,Jorma Tapio,1957,1,Finland
411945,2442240,Bobby West,,1,United States
543022,442971,Manuel Hermia,1967,1,Belgium
248127,108158,Carla Kihlstedt,1971,2,Massachusetts
1001798,44191,Iceberg,1974,,Spain
4835654,1569981,Josephine Davies,,2,United Kingdom
5425486,1672525,Shake Stew,,,Austria
51535,440001,Jan Weissenfeldt,,1,Germany
346447,254292,Bill Mason,,1,United States
346448,904687,Gary Chandler,,1,United States
379224,1045577,Claude Martenot,,1,France
346459,587613,Barry Dean,,1,United Kingdom
346461,46123,Brian Auger’s Oblivion Express,1970,,United Kingdom
6998364,1919428,Henry Solomon,,,Los Angeles
248154,684038,Sonny Thompson,,1,United States
280929,326398,Robert Farnon,1917,1,Canada
280940,183366,Alexander von Schlippenbach,1938,1,Germany
1984877,786593,Akalé Wubé,2008,,France
6179185,1609749,Sarah Tandy,,2,London
117112,335164,朝川朋之,1960,1,Japan
18811,3475,Jack Costanzo,1919,1,United States
280956,538241,Geoff Castle,1949,1,United Kingdom
18813,117945,Joe McPhee,1939,1,United States
84358,246240,Rob Mazurek,1965,1,United States
969103,1163373,Rachael Gladwin,,2,Manchester
838032,2533775,Bobby Rose,1937,1,United States
5851536,1554866,Party Dozen,,,Australia
280983,183202,Danny Barker,1909,1,United States
346522,892619,Stony Browder Jr.,1949,1,United States
510367,768540,水谷公生,1947,1,Japan
313760,281589,Sebastian Steinberg,1959,1,United States
1132972,1159310,Gregor Bürger,1976,1,Germany
1132973,1000608,Sebastian Lanser,1983,1,Austria
412076,1659432,Gary Ainge,,1,United Kingdom
1132977,1043440,Jan Zehrfeld,1977,1,Germany
1132978,1108568,Andreas Dombert,1979,1,Regensburg
1132981,628621,Conny Kreitmeier,1971,2,Germany
2279868,1118607,Taz Modi,,1,United Kingdom
346570,50162,Azar Lawrence,1953,1,United States
149965,45006,James Blood Ulmer,1942,1,United States
281035,377928,Steve George,1955,1,United States
4082131,617138,Andromeda Mega Express Orchestra,2006,,Germany
281049,256208,Andy Findon,,1,United Kingdom
641502,383689,Steve Patrick,,1,United States
5261801,1533313,Twm Dylan,,1,United Kingdom
5261802,1481725,Maisha,2016,,United Kingdom
5261803,1533311,Nubya Garcia,1991,2,United Kingdom
3918312,1636230,George Hogg,,1,United Kingdom
2279918,1992892,Delvon Dumas,,1,United States
6146547,1606588,Lia Kohl,,2,Chicago
444918,394470,Keith Odle,,1,United States
346616,190640,Myron Walden,1973,1,United States
346629,913977,Adam Cruz,1970,1,United States
346630,138721,Mark Turner,1965,1,United States
18956,29,Stevie Wonder,1950,1,United States
150029,12374,Eva Cassidy,1963,2,United States
707089,1480850,Evert Hekkema,,1,Netherlands
1231384,974051,Kenny Berger,1947,1,United States
346651,467668,Danny Moore,1941,1,United States
18977,85170,Don Blackman,1953,1,United States
18981,88953,Johnny “Guitar” Watson,1935,1,United States
346665,481770,Milt Turner,1930,1,United States
18984,962,Marvin Gaye,1939,1,United States
248364,538091,Allan Barnes,1949,1,United States
346679,967196,Leon Pettis,,1,United States
346681,554413,Jimmy Woods,1934,1,United States
444987,967503,Aaron Dodd,1948,1,United States
608851,1213785,Alex Inglizian,,1,Chicago
661585,1241986,今田勝,1932,1,Japan
346716,389652,Jesse Ehrlich,,,United States
346717,669560,James Getzoff,,,United States
346724,669375,Arnold Belnick,,1,United States
346736,1725068,Monk Hughes,,1,United States
346740,1688054,Otis Jackson Jr.,,1,United States
281209,228335,Neil Ardley,1937,1,United Kingdom
281210,338236,Trevor Tomkins,1941,1,United Kingdom
281211,452605,Barbara Thompson,1944,2,United Kingdom
281213,548068,Jeff Clyne,1937,1,United Kingdom
281212,304096,Stan Robinson,1936,1,England
346749,515827,Steve Williams,1956,1,United States
346760,49710,João Gilberto,1931,1,Brazil
346767,669376,Henry Ferber,,1,United States
1854102,959399,Mikko Mäkinen,,1,Finland
314008,389951,Paul Nieman,1950,1,United Kingdom
608928,974223,Юрий Морозов,1948,1,Russia
215722,40378,Hannah Marcus,1970,2,United States
412332,898650,Zane Musa,1979,1,United States
477868,1023946,Adrian von Ripka,,1,Germany
1297072,386113,Bojan Z,1968,1,Serbia
314044,147988,Patricia Paay,1949,2,Netherlands
19132,32220,細野晴臣,1947,1,Japan
1559237,825930,Floris Nico Bunink,1936,1,Netherlands
182988,184869,Kato Hideki,1962,1,Brooklyn
1821394,103653,Paul Bryan,1967,1,San Pedro
2247384,1106490,Paul Kowert,1986,1,United States
346841,30553,Bob Lind,1942,1,United States
281311,1650675,Joe Marshall,1913,1,United States
281312,868397,Bob Bushnell,,1,United States
281313,59749,Shirley Scott,1934,2,United States
281314,58044,Jimmy Rushing,1901,1,United States
281320,131766,Fred Lonberg-Holm,1962,1,United States
248560,37273,Abdullah Ibrahim,1934,1,South Africa
281329,936516,Anthony Ortega,1928,1,United States
281332,381460,Bud Brisbois,1937,1,United States
281331,814240,Lester Robertson,1925,1,United States
281335,697585,Billy Byers,1927,1,United States
543472,1089624,Philippe Cauvin,,1,France
281337,669928,Al Porcino,1925,1,Germany
281340,379295,Conte Candoli,1927,1,United States
281341,511648,Mike Melvoin,1937,1,United States
314110,383172,Bernd Steinwedel,,,Germany
1329923,1030443,Teo Lima,1948,1,Brazil
412429,474164,Jerry Granelli,1940,1,Canada
412430,619224,Fred Marshall,1938,1,United States
3853069,880116,Monsieur Periné,2007,,Bogotá
314128,61936,Jan Jarczyk,1947,1,Poland
314135,1019977,Janusz Muniak,1941,1,Poland
314138,1383786,Janusz Mych,1941,1,Poland
314139,811176,Tomasz Szukalski,1947,1,Poland
314140,1019976,Kazimierz Jonkisz,1948,1,Poland
281373,754168,Joe Brazil,1927,1,United States
6343451,1671221,Fuck Lungs,,,Chicago
412448,1236574,Col Loughnan,1942,1,Australia
510758,418292,David Darlington,,1,United States
1428264,143326,Don Friedman Trio,,,United States
2247472,1283535,Guy Le Querrec,1941,1,France
150321,335116,Lew Hahn,,1,United States
1002294,611578,Obed Calvaire,1982,1,United States
3427132,777829,Cécile McLorin Salvant,1989,2,France
969534,1905081,Mizuka Yamamoto,,2,United Kingdom
84795,10364,Maceo Parker,1943,1,United States
1231681,808882,Tríó Guðmundar Ingólfssonar,,,Iceland
1788363,385354,Monte Croft,1960,1,United States
19274,169376,David Friedman,1944,1,Berlin
1002319,1314197,David Thomas,,1,United States
3853150,413793,Radio‐Sinfonieorchester Stuttgart des SWR,1945,,Germany
281440,130268,Gary McFarland,1933,1,United States
412514,1865139,Greg Scott,,1,United States
838501,1509026,Matteo Spinazze,,1,Italy
314221,503697,Stefanie Fife,,2,United States
215925,254565,Allen Sides,,1,United States
314250,984344,Fred Braceful,1938,1,United States
281482,320463,Tubby Hayes,1935,1,United Kingdom
314265,244448,Hélio Delmiro,1947,1,Brazil
478105,286112,Knut Riisnæs,1945,1,Norway
281499,710381,鳴島英治,,1,Japan
904092,1139560,Eugenio Colombo,1953,1,Italy
281502,397124,荒木敏男,,1,Japan
379806,1702181,中川昌三,,1,Japan
1362848,988147,Vic Ash,1930,1,United Kingdom
379808,724676,山本邦山,1937,1,Japan
576420,388543,William Purvis,1948,1,United States
314275,366251,Carol Emanuel,,2,United States
248742,182016,Justo Almario,1949,1,Colombia
379816,3895,Jean‐Pierre Rampal,1922,1,France
3296169,1424800,Abdullah Miniawy,,1,Egypt
314291,756258,Angel “Pocho” Gatti,1930,1,Argentina
379829,684715,Noel Langley,,1,United Kingdom
281526,469231,Giovanni Tommaso,1941,1,Italy
2476985,1704964,Nicholas Dyson,,1,United States
314299,693936,Louis Moholo,1940,1,South Africa
314301,205537,Johnny Dyani,1945,1,South Africa
609216,1713701,Carl Maraghi,,1,United States
2444229,1217968,Rob Thomsett,,1,Australia
412615,913989,Zach Brock,1974,1,United States
576460,258897,Donny McCaslin,1966,1,United States
2083797,968311,Bob Martin,,1,United States
314328,936654,吉沢典夫,,1,Japan
314337,580271,Richard Bissill,,1,United Kingdom
642018,871545,林立夫,1951,1,Japan
674801,1572990,藤掛正隆,,1,Tokyo
52216,512687,Danny Ward,,1,United Kingdom
1035271,680540,Matthew Halsall,1983,1,Manchester
3951626,1546565,"Michael ""Millfield"" Mølhede",,1,Denmark
52239,82646,The Boys Choir of Harlem,1968,,United States
2149401,816957,The Shaolin Afronauts,2009,,Adelaide
1297433,432510,Lenka Filipová,1945,2,Czechia
379933,540089,Jim Baker,1950,1,United States
445470,1042979,Marcus Gilmore,1986,1,United States
6966316,1486203,William Caleb Parker,,1,United States
3197997,1132952,Jonathan Bremer,,1,Denmark
248880,345907,Ned Rothenberg,1956,1,United States
1362994,2245717,Jorge Teixeira,,1,Brazil
347205,380563,Mic Gillette,1951,1,United States
707658,363822,Ross Irwin,,,Australia
478284,838030,阿部薫,1949,1,Japan
314444,359156,Harold Vick,1936,1,United States
1166418,565118,Hiromi’s Sonicbloom,2006,,United States
543842,1024429,Glauco Masetti,1922,1,Italy
543843,2494946,Gene Victory,,1,United States
543844,455941,Renato Sellani,1926,1,Italy
576619,786629,Graeme Jennings,1968,1,Australia
314479,963046,Ryan Martinie,1975,1,United States
380016,991241,Léo Ortiz,,1,Brazil
707703,377185,Ruphus,1970,,Norway
216186,117124,Weasel Walter,1972,1,United States
380027,2607607,Marluce Ferreira,,,Brazil
183421,317119,Chris Flam,,1,United States
19590,63510,Louis “Sabu” Martinez,1930,1,Cuba
412806,122203,Brad Mehldau Trio,,,United States
19594,3822,Tito Puente,1923,1,United States
19595,114771,Louie Ramírez,1938,1,United States
19599,5417,Ray Barretto,1929,1,United States
347284,1379158,Bobby Martin,,1,United States
52376,6789,Mahlathini and the Mahotella Queens,1964,,South Africa
1002662,947852,Mike Jamieson,,1,United States
216235,415709,Marion Brown,1935,1,United States
576683,472320,The Heliocentrics,2006,,London
216260,222530,Bemshi,,2,United States
5131480,1920104,Planet Battagon,,,United Kingdom
380123,1167682,Marty Cook,1947,1,Germany
445663,262259,Kazuko Hohki,,2,United Kingdom
314592,679251,Stanton Davis’ Ghetto/Mysticism,,,Boston
2346209,1419798,Malik Hunter,,1,"Washington, D.C."
314593,786491,Stanton Davis,1945,1,United States
314596,992253,Delmar Brown,1954,1,United States
19696,5348,Vinnie Colaiuta,1956,1,United States
29967,5726,Reuben Wilson,1935,1,United States
314615,871196,Ron Burton,1934,1,United States
314616,438356,Jimmy Hopps,1939,1,United States
314634,422744,Ruth Pointer,1946,2,United States
314645,51564,大野雄二,1941,1,Japan
576792,629310,Alain Mion,1947,1,France
576793,638409,Alain Gandolfi,,1,France
347445,105602,Wadada Leo Smith,1941,1,United States
29983,215524,Fred Jackson,1929,1,United States
281925,256829,Morris Pert,1947,1,United Kingdom
3198280,1272816,Maurice Louca,,1,Egypt
314716,143831,Michael Naura,1934,1,Germany
281957,103910,Randy Weston,1926,1,United States
150886,207672,Dave Stewart,1950,1,United Kingdom
150887,261862,Barbara Gaskin,1950,2,United Kingdom
19822,90942,Kim Hiorthøy,1973,1,Norway
347510,340211,Tom Fowler,1951,1,United States
544128,1199607,Amaryllis Fleming,1925,2,United Kingdom
445833,35854,鳥山雄司,1959,1,Japan
544170,275928,Radim Hladík,1946,1,Czechia
1887663,164633,和泉宏隆,1958,1,Japan
3558832,1286517,Tenderlonious,,1,London
216498,36060,Charlie Rouse,1924,1,United States
478643,288230,Rosinha de Valença,1941,2,Brazil
1887667,928483,安藤正容,1954,1,Japan
314823,317010,Cuong Vu,1969,1,United States
314825,694452,José Rossy,,1,United States
642510,436466,Éric Legnini,1970,1,Belgium
413139,807972,Antti Hytti,1952,1,Finland
839131,1625488,Tomeka Reid,1977,2,United States
282077,694908,Jim Anderson,,1,United States
282078,367013,Jennifer Choi,,2,United States
2084319,1976088,Megan Gould,,2,United States
576997,1064399,Reginald Hill,,1,United States
576998,436776,Paula Hochhalter,,2,United States
577001,1051294,Irving Geller,,1,United States
740841,204564,Trey Spruance,1969,1,United States
577003,889545,Sheldon Sandu,,1,United States
1756652,2064720,Michael Richelle,,1,United States
282091,11622,Fourplay,1990,,United States
3755506,7715,"Orlando ""Puntilla"" Rios",1947,1,Cuba
19957,6564,Paul Schütze,1958,1,London
413175,978592,Pat Smythe,1923,1,United Kingdom
314873,568763,John Lindberg,1959,1,United States
413178,960018,Terry Shannon,1929,1,United Kingdom
314875,987005,James Emery,1951,1,United States
478716,383680,Alvin Chea,1967,1,United States
216603,844242,Jon Raskin,1954,1,United States
314912,929940,Art Themen,1939,1,United Kingdom
314913,1382018,Bryan Spring,1945,1,United Kingdom
1691169,1727326,塩村宰,,1,Japan
314915,168897,Stan Tracey,1926,1,United Kingdom
1396266,1241111,Alex Bonney,1978,1,London
3296812,1087856,Elliot Bennett,,1,Cardiff
52786,9069,Kronos Quartet,1973,,United States
282174,390557,Orestes Vilató,1944,1,Cuba
282175,130267,Adalberto Santiago,1937,1,Puerto Rico
1461825,804435,Tomasz Dąbrowski,1984,1,Poland
282178,662484,Pete Bonet,,1,United States
839239,2313049,Raymond Sabinsky,,1,United States
216657,108031,Ralph Carney,1956,1,United States
282197,548894,Eddie Allen,1957,1,United States
282198,558661,Cecil Bridgewater,1942,1,United States
380510,272026,The Red Garland Quintet,,,United States
52833,101,Frank Sinatra,1915,1,United States
347748,1850336,Don Raleigh,,1,United States
347751,174218,Tom Maxwell,,1,United States
347753,47336,Katharine Whalen,,2,United States
249449,6083,Willie Nelson,1933,1,United States
347755,452391,Stacy Guess,1964,1,United States
642676,1860,Carlos Santana,1947,1,United States
282229,1162452,Jason Kao Hwang,1957,1,United States
282228,150378,Wu Man,1963,2,China
282232,424943,Leroy Jenkins,1932,1,United States
282235,391526,Brandon Ross,,1,United States
282237,372298,Marcus Rojas,1963,1,United States
151161,2622053,Dilip Harris,,1,United Kingdom
282240,384583,Gene Lake,1966,1,Montclair
577163,487407,Susan Palma-Nidel,1946,2,United States
282254,442102,Mark Taylor,1961,1,United States
347792,669484,Walter Davis Jr.,1932,1,United States
282257,552627,Eric Person,1963,1,United States
282263,871532,富樫春生,,1,Japan
1396378,932116,Brandon Coleman,,1,United States
151195,164475,Mike Westbrook,1936,1,United Kingdom
839323,662087,Mark Duggan,,1,Canada
118435,1094665,Kirk A. Johnson,,1,Minneapolis
1265319,299692,Darrel Higham,1970,1,United Kingdom
1167014,9563,Béla Fleck and the Flecktones,1989,,United States
446125,620463,Kassu Halonen,1953,1,Finland
577206,334451,Anna Maria Friman,1972,2,Sweden
446152,1771071,Gil Markle,,1,United States
675542,388530,Ani Kavafian,1948,2,Türkiye
20184,1849,Paco de Lucía,1947,1,Spain
20185,9543,Pat Metheny,1954,1,United States
85728,252548,Jason Corsaro,1959,1,United States
1068773,480269,Tony Gable,1951,1,United States
446183,701368,向井航,1980,1,Japan
1527525,613157,Darcy James Argue’s Secret Society,2005,,Canada
216815,303746,César Camargo Mariano,1943,1,Brazil
1658609,597915,Matt Munisteri,,1,United States
413427,146864,Regina Spektor,1980,2,United States
315134,602772,Jorge Rossy,1964,1,Spain
3723007,1338299,Krokofant,,,Norway
380673,922386,Gene Bianco,1927,1,United States
2903806,1676444,Jean Carla Rodea,,2,Brooklyn
2051845,1118607,Taz Modi,,1,United Kingdom
708372,699409,Mor Thiam,1941,1,United States
511773,444279,Oscar Hidalgo,,1,United States
511776,1279161,Tamara Hatwan,,2,United States
675623,1022698,Rich Breen,,1,United States
282438,141958,Krzysztof Komeda,1931,1,Poland
282437,395085,Joakim Milder,1965,1,Sweden
4050760,614860,Janine Small,,,United States
413513,692479,Tore Brunborg,1960,1,Norway
282436,905176,Bernt Rosengren,1937,1,Sweden
249689,844243,Bruce Ackley,1948,1,United States
380764,993854,Ferdinand Povel,1947,1,Netherlands
642908,1224845,Musicians from Pakistan,,,Pakistan
282467,753989,Charles Greenlee,1927,1,United States
282468,356265,Beaver Harris,1936,1,United States
282471,356881,Roger Blank,1938,1,United States
184178,646006,Nya,1970,1,Switzerland
479096,997491,Chris Sholar,,1,United States
282491,403414,Charles Moffett,1929,1,United States
2543491,1689660,MonoNeon,1990,1,United States
282510,367877,Martin Hederos,1972,1,Sweden
675732,879206,Leon Comegys,1917,1,United States
282533,356820,Stafford James,1946,1,United States
282540,359151,Freddie Waits,1943,1,United States
282551,261871,Harry Carney,1910,1,United States
282552,186094,Ray Nance,1913,1,United States
872375,291755,Peninha,1953,1,Brazil
282553,267382,Aaron Bell,1922,1,United States
282557,377830,Eddie Locke,1930,1,United States
282558,1126376,Willie Rodriguez,1918,1,New York
184256,114002,Nucleus,1969,,United Kingdom
380865,504221,Jamie King,1976,1,United States
184258,413560,Ian Carr,1933,1,United Kingdom
1462223,258731,Julian Lage,1987,1,United States
774101,407620,The Souljazz Orchestra,2002,,Canada
872406,978498,Dan Weiss,1977,1,United States
249817,117720,Dick Heckstall‐Smith,1934,1,United Kingdom
610266,174282,Roy Haynes Quartet,,,United States
315355,647792,Bernie Kirsh,,1,United States
413656,611583,Pedrito Martínez,1973,1,New York
839641,394712,Gerard Bouwhuis,1954,1,Netherlands
53217,382971,David Rubinson,1942,1,United States
249833,131907,Louie Shelton,1941,1,United States
348161,499669,Anders Johansson,1962,1,Sweden
86031,37880,Eliane Elias,1960,2,Brazil
4345875,1262775,JB Pilon,,1,United Kingdom
1495064,512172,Nova,1975,,United Kingdom
3362858,2441902,Tee Holman,1941,1,United States
